"","beername","review","language"
"8048","Goose Island Bourbon County Barleywine  R","Strictly speaking, it is not a great beer. It’s got lots of nice and actually rather subtle whiskey barrel notes w/ some nice raisin malt presence. But there is a lot of alcohol heat lucking in there w/ the berry and woody note","english"
"8049","Goose Island Bourbon County Barleywine  R","341ml bottle from trade with Jeffrey 6 months ago. Bottle date 24 Sep 13. In reality this was my gift of our trade... Yep gotta love gifts! Aroma: burned caramel, raisins, molasses, dark red fruits and this typical bourbon smell","english"
"8050","Goose Island Bourbon County Barleywine  R","2014 tap into a snifter showing dark caramel with translucent rims and sparse foam.","english"
"8051","Goose Island Bourbon County Barleywine  R","Pours murky dark brown with a small tan head. Smells strongly of dark fruits and toffee. Taste is caramel, dark fruit, like figs, and alcohol. Full-bodied with a smooth texture and soft mouth-carbonation, Goose Island","english"
"8052","Goose Island Bourbon County Barleywine  R","Rating 3000, shared at THT. Deep mahogany with short lasting beige head. Strong red wine, sherry, sour red berries, bourbon, vanilla, soft herbs, quite some alcohol. Over medium sweet, under medium sour and bitter. Full","english"
"8053","Goose Island Bourbon County Barleywine  R","2014 vintage reviewed on March 15 2017: Very dark caramel pour with a thin tan head with poor retention. Understandable for its age. Notes of caramel, toffee, figs, raisins, cocoa, sweet bourbon, vanilla, light tobacco,","english"
"8056","Goose Island Bourbon County Barleywine  R","On tap at the ChurchKey, DC. A dark Mahogany body with a light tan head. A sumptuous nose includes bourbon, chocolate, berries and some acidity. The taste is intense, again featuring bourbon warmth and dark berries.","english"
"8057","Goose Island Bourbon County Barleywine  R","Pours a kind of flat murky brown color. Aromas of malt and tons of bourbon. Flavors of light hops, malt, bourbon with an almost cask like quality.","english"
"8058","Goose Island Bourbon County Barleywine  R","2014 in 2016 - APPEARANCE- 
Super dark amber color. No head of carbonation. 
NOSE- originally smelled a bit sweet barleywine, but the longer it’s open, it","english"
"8060","Goose Island Bourbon County Barleywine  R","On tap at Fatpour Chicago (2015 variant I believe). Pours cloudy muddy ruddy brown. Flavor is slightly smoky and dry with some vanilla bourbon flavors. More dry and pronounced than most bourbon beers I’ve had. Goo","english"
"8061","Goose Island Bourbon County Barleywine  R","3/4/16 Chicago (Goose Island Tap Room $7 6 oz draft pour into snifter). Thin pitch black pour, thin tan lacing. Bourbon, wine, malt, oak aroma. Sweet taste, wine, bourbon, molasses, cherry. Very smooth texture,","english"
"8062","Goose Island Bourbon County Barleywine  R","2015 on draft at Thirty Moose, Portsmouth, NH. Big and boozy, it doesn’t really make any attempt at subtlety. But who needs restraint and balance when the end product has so many amplified flavors? The base barleywin","english"
"8063","Goose Island Bourbon County Barleywine  R","On tap. 2015 vintage. Pours a dark brown with almost no head. Aromas of dark woody fruit, leather, roasted malts and dark sugars. Flavors follow same with depth and complexity. Still hot, but wow would like to select","english"
"8064","Goose Island Bourbon County Barleywine  R","2015 bottle poured into a snifter.","english"
"8065","Goose Island Bourbon County Barleywine  R","Bottle to snifter. Black coffee intense dark. Fine ring of head clinging. Nose is complex, black cherry, syrup, raisin. First sip explodes on the tongue. Intense molasses sweetness, charred grain, a quick toffee leads to a","english"
"8066","Goose Island Bourbon County Barleywine  R","Bottle in Seattle. Thanks Trev. Heavy, still, rich red-brown, small ring foam. Intense aroma of sweet, reduced syrup. Body is huge syrup rich, some soy, umami, cloying but fruitiness is countered by the great Bourbon County","english"
"8067","Goose Island Bourbon County Barleywine  R","Darker fruit and sweeter toffees and caramels initially, decent amount of bourbon - vanilla oak and some faint roasty notes from the previous beer. Auburn pour, thin fizzy head. Flavors are very similar to the aroma, pretty","english"
"8068","Goose Island Bourbon County Barleywine  R","Tap at Rattle and Hum, New York. Colour is slightly reddish black with almost no head. Aromas and flavours: Dark fruits, vineous elements, some hints of berries and some malts. This is really slow sipper.","english"
"8069","Goose Island Bourbon County Barleywine  R","17.9 oz bottle poured into a snifter. The beer pours with an oily and syrupy look and a deep, rich, dark brown mahogany hue and very little, thin, tan head that disappears quickly leaving no lace or retention. The aroma is","english"
"8070","Goose Island Bourbon County Barleywine  R","Strong tart red wine aroma. Taste is big and malty. Lots of tart flavor. Thick body. Its... okay? I don’t see the complexity.","english"
"8071","Goose Island Bourbon County Barleywine  R","A deep ruddy brown-black with a bourbon and lactic aroma - a bit of an off aroma. The taste is oaky bourbon tart cherries and chocolate. It reminds me of this chocolate cherry boozy bonbons. Good but not really","english"
"8073","Goose Island Bourbon County Barleywine  R","Sample, 1-ounce, during the Great American Beer Festival, savoured on September 24 2015; eye: mahogany, semi-opaque, thin sheet of beige head, no lacing; nose: roasted barley, molasses, light hops; mouth: roaste","english"
"8074","Goose Island Bourbon County Barleywine  R","Deep brown pour with a tan head. The aroma has wood, vanilla, raisin, some red wine, and bourbon. It has a full body with slick texture and average carbonation. The taste is robust, smokey, and warm with subtle","english"
"8075","Goose Island Bourbon County Barleywine  R","Bottle. Brown pour with a small white head. Aroma is caramel and bread. Taste is the same, plus some dark fruits. Really well balanced and delicious. Some nice bourbon barrel character as well. Wow.","english"
"8076","Goose Island Bourbon County Barleywine  R","2018-07-10, tasting at Ferris', vintage 2015, 12.9%, 8-4-8-4-16=40
Aroma: some caramel, bourbon, toffee, dark fruits, raisins. Good body strength, malty, with prominent sourness, bourbon, dark fruits, some Brett","english"
"8079","Goose Island Bourbon County Barleywine  R","Have had this a few times different years all very similar. Pours out dark amber cola color with a small tan ring of a head. Nose is tons of sweetness lots of bourbon barrel vanilla and some booze. Taste is more of the heavy","english"
"8081","Goose Island Bourbon County Barleywine  R","Bottle to snifter pours dark brown light mocha head with oily lacing. Aroma is alcohol loads of sweet malts. Raisins and other dark fruits. The flavor is full mouth feel with caramel. The rest of the flavors remain intact. Loads","english"
"8082","Goose Island Bourbon County Barleywine  R","355ml bottle enjoyed @ home, 2014 version thanks to Jdizzle1. Pours murky reddish dark brown with a beige head. Aroma is caramel, vanilla, bourbon, nutty, toffee, raisins, fruity, brown sugar and earthy. Flavour is","english"
"8083","Goose Island Bourbon County Barleywine  R","World of Beer Tampa enjoyed December 10 from a bottle in tulip/snifter.","english"
"8084","Goose Island Bourbon County Barleywine  R","Goose Island Bourbon County Barleywine has a thin, yellowish, cream-colored, head, very little lacing, and a brown to dark-brown appearance. The aroma is of highly sweet & sour, duck sauce, bread, bourbon, and strong","english"
"8085","Goose Island Bourbon County Barleywine  R","Bottle thanks to Russell. Pours a cloudy brown with small beige head. The aroma is strong bourbon, candy sugar, caramel. Medium mouth, nice bourbon, toffee, dark fruit, sweet, very nice.","english"
"8086","Goose Island Bourbon County Barleywine  R","Draft to taster at FoBAB 2015 pour dark brown with thin off white head. Nose bourbon, toffee, caramel, raisin. Taste similar to nose, with nice mouth feel. Had this late in the evening, so I’m sure it would rate higher if","english"
"8090","Goose Island Bourbon County Barleywine  R","2 years aged. Deep plummy black hue with a thin light tan top. Big amazing raisin and bourbon and date on the nose, some vanilla, boozy brown sugary oak, and more raisin. Smooth big flavor with loads of bourbon soaked","english"
"8091","Goose Island Bourbon County Barleywine  R","2015 bottle. Very dark for a Barley Wine, nearly opaque reddish brown with a creamy tan head. Nice retention, but spotty lace, due to the ""legs"" of alcohol coating the glass.","english"
"8092","Goose Island Bourbon County Barleywine  R","The barley wine expansion of the Bourbon County series, vintage bottle at almost three years of age, still with the previous label. I heard a lot about this and I like my barley wines old, especially when barrel-aged, so this ca","english"
"8094","Goose Island Bourbon County Barleywine  R","Remarkably drinkable for its merged flavors and smoothness. Bourbon, maple syrup, vanilla. Dark brown. Poured from a 2013 bottle.","english"
"8095","Goose Island Bourbon County Barleywine  R","Bottled on Sept 17, 2013. Surprisingly, I liked the traditional Bourbon County fine but this Barleywine Bourbon County is too boozy, not smooth and far too sweet for me. Probably would’ve been better if it were fresher","english"
"8096","Goose Island Bourbon County Barleywine  R","Dude!, this beer is simply the shit. Amazing thick, sweet, smooth bourbon, vanilla, oak, and chocolate. Simply amazing. But don't buy it, because I want it all. Thanks.","english"
"8097","Goose Island Bourbon County Barleywine  R","Pours a very dark chestnut brown color that’s completely opaque with a 1.5 finger frothy beige head that very slowly settles into a thick, lasting ring. Excellent retention, taking a while to finally settle and leaving large chunk","english"
"8098","Goose Island Bourbon County Barleywine  R","Sample at Rare Day. 2014 vintage. Aroma is wonderful, bourbon, smooth, sweet, nice malt, nice. Appearance is dark ruby brown, light brown head. Taste is unbelievable, toffee, caramel, dark fruit, malt, barrel, complex and","english"
"8099","Goose Island Bourbon County Barleywine  R","Deep dark brown pour with a thin khaki head that fades to nothing. Aroma is molasses, bourbon, and vanilla. Taste is brown sugar, vannila, bourbon, and oak. On the the sweet side with a little alcohol heat. Slick full body.","english"
"8102","Goose Island Bourbon County Barleywine  R","Sampled from a bottle (thanks Steve Shires!). Dark brown with a foaming tan head. Aromas of dark fruit and chocolate. A very rich and complex taste with blackberry, dark chocolate, vanilla, oak, milky coffee and","english"
